m,k,n,tile_m,tile_k_l2,tile_k_l1,tile_n,latency avg,latency max,latency min
1024,1024,1024,128,128,16,64,545.8,551.0,527.0
1024,1024,1024,128,128,16,128,447.15,631.0,424.0
1024,1024,1024,128,128,32,16,1780.65,2099.0,1565.0
1024,1024,1024,128,128,32,32,1070.95,1438.0,805.0
1024,1024,1024,128,128,32,64,483.9,495.0,464.0
1024,1024,1024,128,128,64,16,1765.35,2149.0,1468.0
1024,1024,1024,128,128,64,32,1024.2,1351.0,803.0
1024,1024,1024,128,256,8,16,1511.4,1804.0,1185.0
1024,1024,1024,128,256,8,32,925.35,1511.0,743.0
1024,1024,1024,128,256,8,64,515.85,524.0,499.0
1024,1024,1024,128,256,8,128,0.0,0.0,0.0
1024,1024,1024,128,256,16,16,1497.3,1754.0,1208.0
1024,1024,1024,128,256,16,32,898.05,1300.0,709.0
1024,1024,1024,128,256,16,64,493.55,528.0,471.0
1024,1024,1024,128,256,16,128,451.05,460.0,438.0
1024,1024,1024,128,256,32,16,1526.95,1783.0,1451.0
1024,1024,1024,128,256,32,32,988.4,1265.0,682.0
1024,1024,1024,128,256,32,64,434.05,497.0,411.0
1024,1024,1024,128,256,64,16,1268.7,1601.0,1109.0
1024,1024,1024,128,256,64,32,896.2,1325.0,651.0
1024,1024,1024,128,512,8,16,1435.4,2074.0,1171.0
1024,1024,1024,128,512,8,32,1107.2,1325.0,777.0
1024,1024,1024,128,512,8,64,699.45,1123.0,539.0
1024,1024,1024,128,512,8,128,652.4,1046.0,534.0
1024,1024,1024,128,512,16,16,0.0,0.0,0.0
1024,1024,1024,128,512,16,32,937.1,1377.0,690.0
1024,1024,1024,128,512,16,64,532.45,825.0,501.0
1024,1024,1024,128,512,16,128,532.9,803.0,504.0
1024,1024,1024,128,512,32,16,1547.1,1798.0,1397.0
1024,1024,1024,128,512,32,32,0.0,0.0,0.0
1024,1024,1024,128,512,32,64,513.9,861.0,405.0
1024,1024,1024,128,512,64,16,1465.95,1760.0,1129.0
1024,1024,1024,128,512,64,32,851.55,1296.0,679.0
1024,1024,1024,128,1024,8,16,1918.3,2342.0,1594.0
1024,1024,1024,128,1024,8,32,1418.75,1630.0,996.0
1024,1024,1024,128,1024,8,64,1019.4,1377.0,698.0
1024,1024,1024,128,1024,8,128,1018.35,1320.0,718.0
1024,1024,1024,128,1024,16,16,1987.4,2389.0,1861.0
1024,1024,1024,128,1024,16,32,1301.55,1596.0,966.0
1024,1024,1024,128,1024,16,64,971.45,1266.0,649.0
1024,1024,1024,128,1024,16,128,757.45,1233.0,661.0
1024,1024,1024,128,1024,32,16,1849.3,2164.0,1558.0
1024,1024,1024,128,1024,32,32,942.65,1443.0,861.0
1024,1024,1024,128,1024,32,64,758.75,1057.0,557.0
1024,1024,1024,128,1024,64,16,1818.95,2111.0,1529.0
1024,1024,1024,128,1024,64,32,1213.85,1571.0,865.0
